filename,width,height,class,xmin,ymin,xmax,ymax
320.jpg,620,387,pothole_water,306,33,540,346
321.jpg,968,681,pothole,342,333,682,440
321.jpg,968,681,pothole_water,84,455,959,662
322.jpg,400,225,pothole,18,88,127,123
322.jpg,400,225,pothole,179,116,392,190
323.jpg,1100,733,pothole_water,46,162,402,335
323.jpg,1100,733,pothole,142,300,1052,608
324.jpg,1299,861,damage,699,306,1014,469
325.jpg,1000,539,pothole_water,278,27,648,246
325.jpg,1000,539,pothole_water,823,52,993,173
325.jpg,1000,539,pothole_water,87,254,931,535
326.jpg,770,433,pothole_water,248,258,378,326
326.jpg,770,433,pothole_water,338,223,425,274
326.jpg,770,433,pothole_water,465,323,619,422
326.jpg,770,433,pothole_water,438,256,610,320
326.jpg,770,433,pothole_water,456,220,504,245
326.jpg,770,433,pothole_water,254,172,314,210
327.jpg,500,334,crack,344,198,454,248
327.jpg,500,334,crack,396,263,489,317
328.jpg,1140,500,pothole_water,38,43,1038,477
329.jpg,640,360,pothole,9,25,639,288
33.jpg,450,299,pothole,58,128,345,281
33.jpg,450,299,pothole,200,110,381,141
330.jpg,2800,1812,pothole_water,1208,1142,2260,1553
330.jpg,2800,1812,crack,2281,1258,2776,1648
331.jpg,1280,720,pothole_water,780,372,1143,603
331.jpg,1280,720,pothole_water,533,428,819,713
331.jpg,1280,720,pothole_water_m,460,220,787,394
332.jpg,2400,1600,pothole,848,731,1879,1513
332.jpg,2400,1600,pothole,911,386,1239,559
333.jpg,800,600,pothole,500,156,759,309
333.jpg,800,600,damage,435,46,568,136
334.jpg,1368,768,pothole_water,356,410,1346,752
335.jpg,420,315,pothole,155,140,246,228
335.jpg,420,315,crack,110,241,215,308
335.jpg,420,315,crack,313,213,407,312
336.jpg,845,563,pothole,232,175,794,508
337.jpg,1024,683,pothole_water,232,206,776,383
338.jpg,480,360,pothole_water,104,65,385,285
339.jpg,225,150,pothole_water,77,61,139,100
339.jpg,225,150,crack,10,69,75,106
34.jpg,800,600,pothole_water,494,87,774,256
340.jpg,1024,682,pothole,859,427,1024,485
340.jpg,1024,682,crack,634,546,1024,648
340.jpg,1024,682,damage,389,443,853,583
340.jpg,1024,682,damage,474,325,735,414
341.jpg,640,360,damage,56,147,525,263
342.jpg,770,433,pothole_water_m,126,167,748,394
343.jpg,400,300,pothole,66,17,356,262
344.jpg,1780,1002,damage,526,300,1464,980
345.jpg,770,470,pothole_water,152,51,765,377
345.jpg,770,470,pothole,16,151,201,242
346.jpg,1024,680,pothole_water,364,488,693,657
346.jpg,1024,680,pothole_water,851,382,1019,467
346.jpg,1024,680,pothole_water,422,372,651,484
346.jpg,1024,680,pothole_water,684,349,826,444
347.jpg,840,373,pothole_water,222,318,532,367
347.jpg,840,373,damage,432,275,840,353
347.jpg,840,373,pothole,376,210,538,267
347.jpg,840,373,pothole_water,16,272,205,345
348.jpg,640,426,pothole,125,196,498,362
348.jpg,640,426,crack,233,355,440,418
348.jpg,640,426,pothole,427,168,527,215
349.jpg,784,441,pothole_water,259,290,426,428
349.jpg,784,441,pothole_water,467,233,717,359
349.jpg,784,441,pothole_water,225,177,404,239
35.jpg,420,316,pothole_water,41,61,395,194
350.jpg,400,253,pothole_water,141,73,292,190
350.jpg,400,253,pothole,174,26,242,61
351.jpg,534,401,pothole_water,128,126,368,231
352.jpg,740,385,pothole_water,145,196,506,318
352.jpg,740,385,pothole_water,474,239,729,385
352.jpg,740,385,damage,54,343,404,385
353.jpg,370,204,damage,95,34,370,154
354.jpg,620,349,pothole,88,112,543,333
355.jpg,320,240,pothole_water,3,40,313,208
356.jpg,620,349,pothole_water,8,69,613,347
357.jpg,1280,720,pothole_water,963,564,1280,720
357.jpg,1280,720,pothole_water,289,464,533,716
357.jpg,1280,720,pothole_water,685,486,892,613
357.jpg,1280,720,pothole_water,838,355,1014,445
357.jpg,1280,720,pothole_water_m,638,323,772,428
358.jpg,405,363,pothole_water,157,202,253,261
358.jpg,405,363,pothole_water,52,271,200,346
358.jpg,405,363,pothole_water,32,137,161,190
358.jpg,405,363,pothole_water,319,87,390,121
359.jpg,2000,1329,damage,614,591,1144,741
359.jpg,2000,1329,damage,694,714,1909,1211
359.jpg,2000,1329,pothole,1521,387,1909,553
359.jpg,2000,1329,crack,244,945,659,1180
359.jpg,2000,1329,crack,663,741,1033,937
359.jpg,2000,1329,crack,1106,626,1417,811
36.jpg,634,510,pothole,69,239,411,338
36.jpg,634,510,pothole,266,320,473,395
36.jpg,634,510,pothole,92,171,328,229
360.jpg,1280,720,damage,153,355,528,511
360.jpg,1280,720,pothole_water,667,237,1080,367
360.jpg,1280,720,pothole_water_m,967,294,1280,506
361.jpg,660,466,pothole_water_m,15,106,361,206
361.jpg,660,466,pothole_water,368,195,564,276
361.jpg,660,466,pothole_water_m,386,285,569,451
361.jpg,660,466,damage,173,272,370,350
362.jpg,960,547,pothole_water,337,286,495,380
362.jpg,960,547,pothole_water,108,351,220,428
362.jpg,960,547,pothole_water_m,137,277,280,353
362.jpg,960,547,pothole_water,1,291,88,410
363.jpg,800,477,pothole_water,68,290,432,432
364.jpg,800,598,damage,114,202,585,450
365.jpg,1000,750,pothole,431,467,987,656
365.jpg,1000,750,pothole,440,388,587,488
365.jpg,1000,750,crack,40,499,427,643
366.jpg,1024,687,damage,114,354,485,616
367.jpg,1000,638,pothole_water_m,89,243,823,626
367.jpg,1000,638,pothole_water_m,391,117,876,311
368.jpg,1632,1224,pothole_water,71,455,1249,1080
369.jpg,1280,720,damage,263,333,614,477
369.jpg,1280,720,damage,924,281,1280,430
369.jpg,1280,720,damage,560,440,916,655
37.jpg,960,640,pothole_water_m,582,243,940,399
37.jpg,960,640,pothole_water,435,432,860,606
370.jpg,647,363,pothole_water,107,152,174,230
370.jpg,647,363,pothole_water,391,118,470,193
370.jpg,647,363,pothole_water_m,531,163,647,274
371.jpg,615,410,pothole_water,32,234,406,402
371.jpg,615,410,pothole_water,20,142,219,219
371.jpg,615,410,pothole_water,362,187,613,288
372.jpg,449,290,pothole,89,208,166,258
373.jpg,450,296,damage,156,88,450,181
374.jpg,727,485,pothole_water,111,154,715,484
375.jpg,660,440,pothole_water,344,312,478,403
375.jpg,660,440,pothole_water,515,269,590,316
375.jpg,660,440,pothole_water,239,371,325,420
376.jpg,670,440,pothole_water,119,114,219,171
376.jpg,670,440,pothole_water,310,57,387,111
376.jpg,670,440,pothole_water_m,493,213,670,366
377.jpg,800,600,pothole,414,299,691,537
378.jpg,620,413,pothole_water,36,54,534,301
378.jpg,620,413,crack,55,26,299,144
378.jpg,620,413,crack,530,125,609,279
379.jpg,1024,576,pothole_water_m,424,151,653,363
379.jpg,1024,576,pothole_water,210,257,360,386
379.jpg,1024,576,pothole_water,372,417,664,576
38.jpg,700,830,pothole_water,190,665,465,810
38.jpg,700,830,pothole_water,352,427,540,508
38.jpg,700,830,pothole,122,481,272,554
38.jpg,700,830,pothole_water_m,286,344,563,418
38.jpg,700,830,pothole_water_m,135,282,222,336
38.jpg,700,830,pothole_water_m,305,271,459,342
380.jpg,534,401,pothole_water,1,151,528,396
381.jpg,500,300,pothole_water,115,108,318,206
382.jpg,640,480,pothole_water,113,136,486,285
382.jpg,640,480,pothole_water,434,25,640,151
382.jpg,640,480,pothole_water,78,324,292,480
383.jpg,1280,720,pothole_water,899,420,1277,567
383.jpg,1280,720,pothole,87,533,528,713
383.jpg,1280,720,pothole,70,428,372,545
384.jpg,620,370,pothole,310,50,620,252
384.jpg,620,370,pothole,1,88,302,344
384.jpg,620,370,damage,480,272,620,370
385.jpg,1200,939,pothole_water,272,591,865,869
386.jpg,1300,866,pothole,912,330,1300,474
386.jpg,1300,866,damage,58,308,682,571
386.jpg,1300,866,pothole,707,303,941,420
387.jpg,800,533,pothole,293,245,662,528
388.jpg,525,350,damage,192,168,515,348
389.jpg,303,446,pothole,89,272,202,387
389.jpg,303,446,crack,7,316,110,420
389.jpg,303,446,crack,107,380,231,444
39.jpg,1300,866,pothole,512,254,646,332
39.jpg,1300,866,pothole_water,295,369,421,464
390.jpg,1280,720,pothole_water_m,124,296,565,557
391.jpg,300,196,pothole,93,52,251,144
391.jpg,300,196,pothole,235,4,299,46
391.jpg,300,196,crack,4,15,96,140
392.jpg,800,600,pothole_water,155,265,641,600
393.jpg,980,653,pothole,77,304,570,632
394.jpg,800,363,crack,280,86,524,330
395.jpg,1580,1036,pothole,76,306,952,882
396.jpg,600,450,pothole_water,287,301,441,444
397.jpg,700,525,pothole,253,230,469,340
397.jpg,700,525,pothole,137,130,302,186
398.jpg,1200,800,pothole_water,112,543,353,677
398.jpg,1200,800,pothole_water,565,504,787,591
398.jpg,1200,800,pothole_water,710,659,994,800
398.jpg,1200,800,pothole_water,999,563,1167,638
399.jpg,647,363,pothole_water,253,135,368,186
399.jpg,647,363,pothole_water,448,167,543,215
399.jpg,647,363,pothole_water,491,200,609,259
399.jpg,647,363,pothole_water_m,7,189,319,359
399.jpg,647,363,crack,474,251,629,347
4.jpg,1019,827,pothole,232,451,989,786
40.jpg,784,441,pothole_water,505,232,784,441
40.jpg,784,441,pothole_water,202,262,493,432
40.jpg,784,441,pothole_water,2,233,168,347
40.jpg,784,441,pothole_water,419,95,611,163
400.jpg,615,409,pothole_water,69,112,506,388
401.jpg,625,352,damage,122,126,375,343
402.jpg,590,350,pothole,86,45,554,327
403.jpg,727,485,damage,281,139,615,284
403.jpg,727,485,pothole,2,277,624,475
404.jpg,660,360,pothole_water_m,423,203,644,329
404.jpg,660,360,pothole_water_m,471,82,600,168
404.jpg,660,360,pothole_water,103,263,238,322
405.jpg,647,363,pothole_water,264,281,398,340
405.jpg,647,363,pothole_water,159,224,253,275
406.jpg,1080,675,pothole,14,335,557,664
406.jpg,1080,675,pothole,378,184,996,313
407.jpg,859,705,pothole_water,388,479,737,668
407.jpg,859,705,pothole_water,440,303,674,405
407.jpg,859,705,pothole_water,563,242,769,313
408.jpg,400,225,pothole_water,3,27,400,186
409.jpg,1299,857,pothole,60,372,714,670
41.jpg,600,275,pothole_water,276,126,496,275
41.jpg,600,275,pothole_water,71,40,302,186
410.jpg,730,440,pothole,373,266,697,364
410.jpg,730,440,pothole,113,225,357,290
410.jpg,730,440,pothole,57,185,228,242
410.jpg,730,440,pothole,266,165,397,216
411.jpg,800,600,pothole,30,219,723,472
412.jpg,670,441,pothole_water,423,352,529,434
412.jpg,670,441,pothole_water,225,310,321,384
412.jpg,670,441,pothole_water,123,196,223,260
413.jpg,400,225,pothole_water,237,56,373,130
414.jpg,660,430,pothole_water,445,328,574,396
414.jpg,660,430,pothole_water,20,312,188,396
414.jpg,660,430,pothole_water,99,238,378,331
415.jpg,800,400,pothole_water,1,104,527,365
415.jpg,800,400,crack,559,110,785,337
415.jpg,800,400,crack,30,31,549,153
416.jpg,720,480,pothole_water,1,338,248,461
416.jpg,720,480,pothole_water,198,253,459,309
416.jpg,720,480,pothole_water,295,192,495,238
417.jpg,1774,2365,pothole,203,1226,1203,1948
417.jpg,1774,2365,pothole,666,874,1181,1189
417.jpg,1774,2365,pothole,755,619,1489,874
418.jpg,1280,720,pothole_water_m,453,284,992,564
419.jpg,962,480,pothole,527,337,839,465
42.jpg,1299,861,pothole_water,1008,511,1144,621
42.jpg,1299,861,pothole_water,546,621,758,774
42.jpg,1299,861,pothole_water,246,640,427,795
42.jpg,1299,861,damage,231,484,339,564
420.jpg,634,422,pothole,1,233,302,420
420.jpg,634,422,damage,208,144,359,207
420.jpg,634,422,damage,379,136,510,193
420.jpg,634,422,pothole,296,239,603,399
421.jpg,450,295,pothole,41,71,302,154
422.jpg,1295,843,pothole,429,456,785,617
422.jpg,1295,843,pothole,685,251,966,375
422.jpg,1295,843,pothole,478,195,683,282
422.jpg,1295,843,pothole,85,292,363,412
422.jpg,1295,843,pothole,300,241,517,331
422.jpg,1295,843,pothole,115,592,456,746
422.jpg,1295,843,pothole,822,353,990,439
423.jpg,756,378,damage,349,120,489,202
423.jpg,756,378,pothole_water_m,245,189,615,363
424.jpg,735,490,pothole,198,219,512,481
424.jpg,735,490,crack,5,262,241,484
425.jpg,1368,856,damage,375,412,1067,746
426.jpg,633,380,pothole_water_m,175,183,430,287
426.jpg,633,380,pothole_water,13,228,227,322
427.jpg,1066,1537,damage,244,806,729,1373
427.jpg,1066,1537,damage,584,773,1046,1164
427.jpg,1066,1537,damage,377,495,584,614
427.jpg,1066,1537,crack,1,775,153,1002
427.jpg,1066,1537,crack,151,478,284,742
428.jpg,3264,1836,damage,879,905,1879,1274
428.jpg,3264,1836,damage,2116,749,3066,1186
428.jpg,3264,1836,damage,348,617,1629,880
429.jpg,1299,857,pothole_water,56,272,1299,721
429.jpg,1299,857,pothole_water,299,67,760,189
43.jpg,300,168,pothole_water,94,73,278,164
43.jpg,300,168,pothole_water,54,12,147,63
430.jpg,400,267,pothole_water,292,93,354,136
430.jpg,400,267,pothole_water,68,141,217,267
431.jpg,2000,1404,pothole_water,286,755,786,971
431.jpg,2000,1404,pothole_water,786,871,1279,1128
431.jpg,2000,1404,pothole_water,559,1082,872,1379
431.jpg,2000,1404,pothole_water_m,418,521,987,744
432.jpg,1280,860,pothole_water,431,588,1004,860
432.jpg,1280,860,pothole_water,1,373,343,695
432.jpg,1280,860,pothole_water,563,398,794,529
433.jpg,696,385,pothole_water_m,39,204,543,377
433.jpg,696,385,pothole_water,372,118,696,247
434.jpg,800,597,pothole,286,192,717,526
434.jpg,800,597,pothole,41,58,327,259
434.jpg,800,597,crack,1,295,223,529
435.jpg,600,445,pothole_water,87,177,312,301
435.jpg,600,445,pothole_water,370,206,584,312
436.jpg,759,422,pothole,417,295,533,402
436.jpg,759,422,pothole,328,280,414,338
436.jpg,759,422,pothole,290,145,410,277
437.jpg,1410,520,pothole_water,471,411,914,520
437.jpg,1410,520,pothole,739,370,1055,473
437.jpg,1410,520,pothole,696,297,896,359
438.jpg,370,204,pothole,10,6,358,204
439.jpg,1024,683,pothole_water,430,435,751,631
439.jpg,1024,683,pothole_water,649,322,826,426
44.jpg,1299,971,pothole,436,390,624,462
44.jpg,1299,971,pothole,4,217,304,427
44.jpg,1299,971,pothole,724,257,905,345
440.jpg,1200,630,pothole_water,828,244,1200,433
440.jpg,1200,630,pothole_water,1,260,737,549
440.jpg,1200,630,pothole_water,851,458,1200,630
441.jpg,1410,520,pothole,262,397,463,472
441.jpg,1410,520,damage,744,397,1387,513
442.jpg,759,422,pothole,4,161,759,422
443.jpg,720,480,damage,413,336,657,457
443.jpg,720,480,damage,462,227,574,330
444.jpg,300,224,pothole_water,106,114,169,147
444.jpg,300,224,pothole_water_m,210,90,265,124
444.jpg,300,224,pothole_water_m,164,55,240,86
445.jpg,1080,675,pothole,153,184,980,572
446.jpg,720,280,pothole_water,175,65,534,245
447.jpg,590,350,pothole,347,152,428,190
447.jpg,590,350,pothole,74,148,195,191
447.jpg,590,350,pothole,258,208,441,273
448.jpg,780,439,pothole_water,552,116,733,206
448.jpg,780,439,pothole_water,130,285,389,422
448.jpg,780,439,pothole_water,356,100,483,179
449.jpg,750,422,pothole_water,284,339,468,422
449.jpg,750,422,damage,236,220,411,302
449.jpg,750,422,pothole,143,262,208,324
45.jpg,578,325,pothole,46,117,338,311
450.jpg,1024,682,pothole,564,560,739,670
450.jpg,1024,682,damage,1,552,210,682
450.jpg,1024,682,damage,539,389,737,483
450.jpg,1024,682,damage,585,325,770,412
451.jpg,1300,866,damage,158,508,882,840
451.jpg,1300,866,crack,851,640,1212,866
451.jpg,1300,866,crack,738,525,1043,637
452.jpg,800,600,pothole_water,127,178,703,371
453.jpg,1489,973,damage,123,200,1006,577
454.jpg,1632,1224,pothole,399,755,1383,1058
454.jpg,1632,1224,pothole,883,614,1321,726
455.jpg,652,367,pothole,154,224,581,296
456.jpg,2400,1600,pothole,775,949,1539,1409
457.jpg,1050,698,pothole_water,226,453,814,567
458.jpg,330,244,pothole,1,59,316,225
459.jpg,1599,1057,pothole,252,146,1585,1001
46.jpg,660,300,pothole_water,155,156,293,222
46.jpg,660,300,pothole_water,348,144,476,211
460.jpg,684,340,pothole,36,95,538,334
461.jpg,1368,768,pothole_water,341,407,1098,663
462.jpg,875,492,pothole,399,232,613,315
462.jpg,875,492,pothole,419,317,664,397
463.jpg,1287,849,damage,957,368,1279,527
463.jpg,1287,849,damage,523,346,893,529
463.jpg,1287,849,damage,445,76,889,268
464.jpg,640,480,pothole,130,103,504,282
465.jpg,1289,853,damage,31,65,931,778
466.jpg,280,220,pothole,133,142,235,195
467.jpg,400,249,pothole,73,18,308,186
468.jpg,750,422,damage,364,241,636,422
468.jpg,750,422,crack,106,201,342,308
469.jpg,1400,932,pothole,449,242,1225,463
47.jpg,759,422,pothole_water_m,1,241,448,422
47.jpg,759,422,pothole_water_m,326,113,621,222
470.jpg,337,448,pothole,21,182,293,413
470.jpg,337,448,pothole,106,90,230,159
470.jpg,337,448,pothole,109,23,285,86
471.jpg,600,338,pothole,15,105,560,301
472.jpg,243,330,pothole,70,228,205,308
472.jpg,243,330,pothole_water,84,150,183,183
472.jpg,243,330,pothole_water,138,117,217,150
473.jpg,660,371,pothole_water,108,154,618,371
474.jpg,763,522,pothole_water,100,296,644,514
474.jpg,763,522,pothole_water,151,207,310,288
475.jpg,918,506,pothole_water,161,292,566,433
475.jpg,918,506,damage,352,211,580,304
475.jpg,918,506,pothole_water,1,190,200,323
476.jpg,1440,810,pothole,519,553,792,701
476.jpg,1440,810,pothole,819,74,1194,256
476.jpg,1440,810,crack,767,442,1240,704
477.jpg,600,290,damage,323,119,424,163
477.jpg,600,290,damage,35,135,239,269
478.jpg,700,400,damage,272,195,548,395
478.jpg,700,400,damage,69,156,211,250
478.jpg,700,400,damage,219,34,415,134
478.jpg,700,400,damage,494,28,657,109
479.jpg,1200,675,pothole,69,448,360,619
479.jpg,1200,675,pothole,606,364,865,553
479.jpg,1200,675,pothole,537,225,762,364
479.jpg,1200,675,pothole,124,203,428,305
479.jpg,1200,675,damage,869,137,1053,234
48.jpg,1024,683,pothole_water,359,218,697,356
48.jpg,1024,683,pothole_water,284,416,679,602
480.jpg,647,404,pothole_water,388,238,609,366
480.jpg,647,404,pothole_water,325,146,457,205
480.jpg,647,404,pothole_water,93,222,182,290
481.jpg,800,600,pothole,49,233,477,412
481.jpg,800,600,pothole,511,133,749,483
482.jpg,1280,960,pothole,360,248,911,599
483.jpg,1200,900,pothole,201,513,653,645
483.jpg,1200,900,pothole,665,252,1024,377
484.jpg,450,140,pothole,213,48,420,116
485.jpg,1600,1067,pothole,759,594,1453,1051
485.jpg,1600,1067,pothole,659,481,877,636
485.jpg,1600,1067,crack,107,581,619,948
486.jpg,784,441,pothole_water_m,437,281,644,405
486.jpg,784,441,pothole_water,238,274,443,353
487.jpg,400,225,pothole_water_m,19,64,395,172
488.jpg,1024,683,pothole_water,253,289,355,350
488.jpg,1024,683,pothole_water,601,260,703,325
489.jpg,448,299,pothole,103,83,222,131
489.jpg,448,299,damage,270,117,428,200
489.jpg,448,299,crack,1,31,145,81
489.jpg,448,299,damage,131,179,359,295
49.jpg,1140,500,pothole_water_m,136,93,949,421
49.jpg,1140,500,pothole_water,512,71,710,171
49.jpg,1140,500,pothole_water,638,6,895,93
490.jpg,800,381,pothole_water_m,192,178,571,297
491.jpg,1059,1585,pothole_water,848,407,1050,529
491.jpg,1059,1585,pothole_water,6,561,579,890
492.jpg,759,422,pothole_water,23,200,670,372
492.jpg,759,422,pothole_water,626,140,759,211
493.jpg,2592,1944,damage,798,962,1898,1457
493.jpg,2592,1944,damage,1208,1292,2298,1757
493.jpg,2592,1944,crack,1638,1632,2583,1932
494.jpg,619,395,damage,126,180,497,324
495.jpg,576,768,pothole_water,179,562,344,674
495.jpg,576,768,pothole_water,165,334,235,372
496.jpg,535,328,pothole,126,203,484,323
497.jpg,2287,1388,pothole,476,337,2258,1315
498.jpg,1000,619,damage,250,413,663,597
499.jpg,768,432,pothole_water,351,291,661,413
499.jpg,768,432,damage,286,172,610,272
5.jpg,450,300,pothole_water,143,200,246,243
5.jpg,450,300,pothole_water,186,160,282,199
50.jpg,615,410,pothole,1,179,537,410
500.jpg,690,920,pothole_water,120,262,612,747
51.jpg,1272,636,pothole_water,181,78,1039,530
52.jpg,507,330,pothole,156,111,407,248
52.jpg,507,330,pothole,43,59,177,119
53.jpg,1180,664,pothole,884,389,1179,647
53.jpg,1180,664,pothole_water,315,129,599,284
53.jpg,1180,664,pothole_water_m,631,91,904,347
54.jpg,1295,893,pothole_water,29,422,1025,839
55.jpg,2048,1536,pothole,622,502,1499,1071
55.jpg,2048,1536,pothole,187,17,1045,594
56.jpg,576,1024,pothole_water,4,219,576,767
57.jpg,900,600,pothole,242,173,609,385
57.jpg,900,600,crack,150,40,419,160
57.jpg,900,600,crack,637,119,787,300
57.jpg,900,600,crack,7,404,186,600
58.jpg,1140,641,pothole_water,256,277,850,535
58.jpg,1140,641,crack,364,198,758,312
59.jpg,933,700,pothole,474,349,865,516
59.jpg,933,700,pothole,367,276,471,330
59.jpg,933,700,pothole,127,226,230,286
59.jpg,933,700,pothole_water,308,563,708,700
59.jpg,933,700,crack,222,395,402,511
6.jpg,800,600,pothole_water,462,72,765,265
60.jpg,700,467,pothole_water_m,166,163,493,344
61.jpg,700,350,pothole,287,208,699,337
61.jpg,700,350,crack,12,212,314,318
61.jpg,700,350,pothole,321,158,397,216
61.jpg,700,350,crack,27,20,451,109
61.jpg,700,350,crack,416,137,614,200
62.jpg,640,480,pothole_water,225,236,515,388
62.jpg,640,480,pothole_water,137,130,303,218
63.jpg,800,448,pothole_water_m,564,266,791,443
63.jpg,800,448,pothole_water,6,263,515,431
64.jpg,300,200,pothole,80,96,266,184
65.jpg,2560,1441,pothole_water,792,365,1947,1325
65.jpg,2560,1441,pothole,57,60,1327,985
66.jpg,400,533,pothole,1,181,293,497
67.jpg,350,237,pothole,146,147,271,202
67.jpg,350,237,damage,267,146,315,163
68.jpg,1272,636,pothole_water,315,205,903,491
68.jpg,1272,636,pothole,1059,154,1272,308
69.jpg,780,439,pothole_water,130,209,421,356
69.jpg,780,439,pothole_water,522,279,758,425
69.jpg,780,439,pothole_water,427,167,599,251
69.jpg,780,439,pothole_water,245,106,418,200
7.jpg,240,180,pothole_water,13,105,126,159
7.jpg,240,180,pothole_water,84,81,216,120
70.jpg,968,648,pothole_water,456,309,586,413
70.jpg,968,648,crack,28,250,375,648
70.jpg,968,648,crack,661,454,899,648
70.jpg,968,648,damage,292,30,535,185
71.jpg,3264,1836,damage,591,699,2041,1530
71.jpg,3264,1836,damage,1187,317,2546,747
72.jpg,400,300,pothole,183,133,290,208
73.jpg,1920,1080,pothole_water,339,428,1465,821
74.jpg,466,274,pothole,147,72,460,177
74.jpg,466,274,pothole,20,235,132,274
74.jpg,466,274,pothole,138,181,293,233
75.jpg,770,433,pothole,1,26,717,391
76.jpg,1280,720,pothole_water,872,542,1085,674
76.jpg,1280,720,pothole_water,948,91,1163,199
76.jpg,1280,720,damage,348,414,607,504
76.jpg,1280,720,pothole_water,609,450,941,554
76.jpg,1280,720,pothole_water,204,491,492,575
77.jpg,640,360,pothole,50,67,607,234
78.jpg,1599,867,damage,476,218,1424,857
78.jpg,1599,867,pothole,1,415,188,557
78.jpg,1599,867,damage,164,200,433,384
78.jpg,1599,867,damage,503,24,797,188
79.jpg,670,451,pothole_water,31,187,215,256
79.jpg,670,451,pothole_water,128,239,313,312
79.jpg,670,451,pothole_water,547,228,628,293
79.jpg,670,451,pothole_water_m,333,162,438,217
8.jpg,400,267,pothole,137,178,282,242
8.jpg,400,267,pothole,100,137,238,184
8.jpg,400,267,pothole,116,106,216,146
8.jpg,400,267,pothole,215,51,301,87
80.jpg,759,422,pothole,3,175,759,422
81.jpg,760,427,pothole_water,81,247,310,323
81.jpg,760,427,pothole_water,266,280,408,342
81.jpg,760,427,pothole_water,53,320,211,386
82.jpg,1440,810,pothole,529,47,786,220
82.jpg,1440,810,pothole,847,50,1124,176
82.jpg,1440,810,crack,805,247,1265,436
82.jpg,1440,810,crack,419,447,702,591
82.jpg,1440,810,pothole,1156,553,1438,766
82.jpg,1440,810,damage,783,572,1216,810
83.jpg,1272,636,pothole,154,149,1134,491
84.jpg,400,206,pothole_water,151,117,223,160
84.jpg,400,206,pothole_water,317,6,400,44
84.jpg,400,206,pothole_water,177,31,230,54
84.jpg,400,206,pothole_water,114,98,165,130
85.jpg,1297,953,pothole,1,530,116,674
85.jpg,1297,953,pothole,1,313,89,420
85.jpg,1297,953,damage,647,169,937,308
85.jpg,1297,953,damage,172,162,583,433
86.jpg,600,400,pothole,35,323,268,400
87.jpg,460,276,pothole_water,85,115,308,221
88.jpg,980,653,pothole,150,111,685,608
88.jpg,980,653,crack,568,287,970,653
89.jpg,800,600,pothole_water,85,133,733,437
9.jpg,770,433,pothole_water,535,249,762,333
9.jpg,770,433,pothole_water,340,313,609,410
90.jpg,436,269,pothole,194,42,340,177
90.jpg,436,269,pothole,21,60,236,106
91.jpg,680,383,damage,29,109,664,334
92.jpg,700,468,pothole,265,44,524,219
92.jpg,700,468,crack,245,293,700,468
92.jpg,700,468,crack,18,34,297,284
93.jpg,300,195,pothole,1,65,263,163
94.jpg,200,200,pothole,1,50,123,150
95.jpg,639,426,pothole,73,202,195,271
95.jpg,639,426,pothole,349,310,475,397
95.jpg,639,426,pothole,405,234,495,297
96.jpg,725,483,pothole,271,185,682,457
97.jpg,630,472,pothole_water,221,355,444,457
97.jpg,630,472,pothole_water,85,270,220,323
97.jpg,630,472,pothole_water,481,323,594,381
98.jpg,635,424,pothole_water,108,76,546,316
99.jpg,640,360,pothole,96,125,420,324
99.jpg,640,360,pothole,500,144,640,333
